vessel_id,mmsi,vessel_type,loa_m,draft_m,gross_tonnage,engine_power_kw,vessel_age_years,latitude,longitude,speed_knots,heading,distance_to_port_nm,timestamp,scheduled_eta,month,hour,day_of_week,is_weekend,estimated_service_time_hours,is_night,wind_speed_knots,wave_height_m,visibility_km,precipitation_mm,temperature_c,port_id,berth_id,berth_available_from,berth_max_length,berth_queue_length,crane_availability_ratio,port_congestion_index,traffic_density,port_avg_delay_last_24h,actual_delay_minutes,actual_arrival_time,assigned_berth,berth_waiting_time,berth_conflict_flag,congestion_level_future,queue_length_future
V00091,276082501,LNG Carrier,296.8,10.02,102806,52252,1.0,40.0802,61.2426,19.1,96,45.7,2023-07-22T20:07:52,2023-07-22T22:31:35.218371,7,20,5,1,25.0,0,9.4,0.9,17.5,0.0,32.2,PORT_E,PORT_E_B06,2024-05-13T06:14:58.437214,380,2,0.826,0.222,Low,12.4,13.6,2023-07-22T22:45:11.218371,PORT_E_B06,425268.3,1,0.477,4
V00156,247337804,LNG Carrier,315.9,11.09,87625,63827,1.6,40.4317,61.7789,17.8,152,29.1,2023-05-27T07:17:11,2023-05-27T08:55:29.199437,5,7,5,1,8.8,0,27.8,3.22,16.7,0.0,30.3,PORT_E,PORT_E_B06,2023-07-23T23:44:56.196894,380,4,0.766,0.526,Medium,23.0,84.9,2023-05-27T10:20:23.199437,PORT_E_B06,82922.4,1,0.801,8
V00258,231165167,Tanker,227.5,10.46,70213,46025,12.9,35.4912,51.4265,13.4,100,157.2,2024-11-29T19:22:55,2024-11-30T07:07:06.847207,11,19,4,0,5.8,0,0.5,0.02,15.9,0.9,4.5,PORT_D,PORT_D_B03,2024-11-29T19:22:55,260,5,0.689,0.476,Medium,28.4,37.1,2024-11-30T07:44:12.847207,PORT_D_B03,40.1,1,0.838,7
V00563,676271426,RoRo,192.6,8.0,8447,8198,3.5,49.4914,78.091,14.9,349,31.0,2024-05-28T01:10:39,2024-05-28T03:15:28.940664,5,1,1,0,14.2,1,12.3,1.22,15.4,0.0,23.7,PORT_G,PORT_G_B09,2024-05-28T01:10:39,340,4,0.807,0.432,Low,28.8,54.8,2024-05-28T04:10:16.940664,PORT_G_B09,37.3,0,0.816,3
V00447,772972598,LNG Carrier,306.4,11.78,82973,53158,2.2,30.4772,46.4679,17.7,224,40.1,2024-07-14T05:41:36,2024-07-14T07:57:48.605655,7,5,6,1,4.8,1,14.3,1.24,14.1,0.0,32.1,PORT_C,PORT_C_B04,2024-07-14T05:41:36,380,3,0.735,0.497,Medium,30.4,48.4,2024-07-14T08:46:12.605655,PORT_C_B04,25.8,0,0.862,6
V00507,595765840,Container,363.5,14.44,34285,58164,11.7,55.3858,86.044,17.0,186,23.3,2023-08-18T14:28:11,2023-08-18T15:50:25.819899,8,14,4,0,12.3,0,5.6,0.51,16.9,0.0,26.1,PORT_H,PORT_H_B06,2023-08-18T14:28:11,230,4,0.912,0.031,Low,6.0,26.1,2023-08-18T16:16:31.819899,PORT_H_B06,32.4,0,0.343,3
V00303,777858759,General Cargo,80.8,8.24,36431,6652,20.9,50.6789,77.2772,12.2,133,59.5,2023-11-11T06:16:12,2023-11-11T11:08:16.510315,11,6,5,1,16.4,0,1.0,0.05,14.5,0.0,9.0,PORT_G,PORT_G_B00,2024-11-17T16:13:15.279509,260,4,0.781,0.297,Low,20.8,23.2,2023-11-11T11:31:28.510315,PORT_G_B00,535999.6,1,0.704,5
V00352,646863452,Container,280.0,15.07,29808,45435,1.3,17.1618,28.5292,17.7,27,191.8,2024-03-28T20:20:58,2024-03-29T07:10:29.488545,3,20,3,0,26.7,0,9.0,0.69,18.0,0.0,15.3,PORT_A,PORT_A_B05,2024-03-28T20:20:58,340,3,0.778,0.396,Low,27.1,48.7,2024-03-29T07:59:11.488545,PORT_A_B05,27.0,0,0.77,7
V00582,303685266,Container,230.7,10.01,92934,68408,2.0,34.0314,45.5906,18.1,83,507.9,2023-09-24T13:05:50,2023-09-25T17:09:10.058617,9,13,6,1,27.2,0,4.3,0.29,18.1,0.0,18.1,PORT_D,PORT_D_B10,2023-09-24T13:05:50,260,3,0.771,0.475,Low,42.0,24.4,2023-09-25T17:33:34.058617,PORT_D_B10,26.8,0,0.641,7
V00071,530190784,Feeder,105.0,4.08,9615,7581,6.9,35.4377,53.8955,11.7,166,27.0,2024-06-17T01:53:48,2024-06-17T04:12:36.732961,6,1,0,0,21.1,1,5.3,0.37,13.4,0.0,37.0,PORT_D,PORT_D_B09,2024-06-17T01:53:48,230,3,0.766,0.476,Medium,23.0,38.2,2024-06-17T04:50:48.732961,PORT_D_B09,27.3,0,0.78,2
V00042,692688427,Bulk Carrier,232.3,12.15,70416,18970,10.0,53.7587,86.9449,12.9,322,93.6,2024-12-05T02:52:43,2024-12-05T10:07:11.429901,12,2,3,0,34.1,1,7.5,0.62,16.7,3.9,4.8,PORT_H,PORT_H_B07,2024-12-05T02:52:43,300,5,0.767,0.513,Medium,35.2,71.7,2024-12-05T11:18:53.429901,PORT_H_B07,52.6,1,0.949,11
V00406,509268944,Container,223.6,13.39,66393,68656,7.5,42.4291,70.3142,17.0,353,155.4,2024-01-30T01:02:03,2024-01-30T10:11:10.794132,1,1,1,0,13.6,1,2.9,0.17,12.2,0.5,12.6,PORT_F,PORT_F_B04,2024-01-30T01:02:03,340,6,0.765,0.421,Medium,10.4,36.5,2024-01-30T10:47:40.794132,PORT_F_B04,55.6,1,0.663,10
V00436,609343830,RoRo,136.6,6.85,9228,14686,8.5,31.3795,46.3891,15.0,195,86.0,2024-10-14T22:38:27,2024-10-15T04:22:07.067249,10,22,0,0,25.0,1,6.0,0.43,19.9,0.0,10.7,PORT_C,PORT_C_B10,2024-10-14T22:38:27,300,7,0.73,0.497,Medium,33.3,53.7,2024-10-15T05:15:49.067249,PORT_C_B10,58.8,1,0.934,9
V00330,775379545,Bulk Carrier,155.4,9.82,37364,24405,0.7,30.6006,47.102,14.7,241,75.3,2023-08-17T04:31:54,2023-08-17T09:38:22.864832,8,4,3,0,7.1,1,1.3,0.06,17.0,0.0,25.3,PORT_C,PORT_C_B01,2024-03-17T06:32:11.420311,260,3,0.768,0.414,Low,21.8,14.5,2023-08-17T09:52:52.864832,PORT_C_B01,306546.1,1,0.603,3
V00274,273678415,Container,393.7,11.09,105438,45629,2.3,29.8308,45.9834,17.5,5,10.2,2024-07-29T11:43:45,2024-07-29T12:18:39.968073,7,11,0,0,12.3,0,8.6,0.86,14.6,0.0,31.0,PORT_C,PORT_C_B03,2024-12-16T03:46:24.351052,340,6,0.843,0.497,Medium,31.0,56.3,2024-07-29T13:14:57.968073,PORT_C_B03,201084.0,1,0.885,7
V00455,307918828,RoRo,172.1,8.97,26731,21950,0.6,28.5435,46.5635,15.0,338,93.7,2024-06-11T22:45:24,2024-06-12T04:59:45.455410,6,22,1,0,32.8,1,9.0,0.55,13.8,0.0,28.9,PORT_C,PORT_C_B05,2024-06-11T22:45:24,380,4,0.701,0.497,Medium,31.2,45.2,2024-06-12T05:44:57.455410,PORT_C_B05,33.2,0,0.814,3
V00247,555281185,Bulk Carrier,205.3,13.19,55222,48727,1.6,24.9393,37.4215,13.6,84,34.9,2023-06-22T15:06:20,2023-06-22T17:40:51.218916,6,15,3,0,15.4,0,12.4,0.97,12.5,0.0,35.8,PORT_B,PORT_B_B02,2024-05-14T22:41:57.221671,300,1,0.849,0.089,Low,14.1,24.5,2023-06-22T18:05:21.218916,PORT_B_B02,471165.8,1,0.139,0
V00443,365744100,Bulk Carrier,195.7,12.98,38929,44910,1.0,37.2375,63.7653,13.6,327,196.7,2023-11-23T14:10:36,2023-11-24T04:38:32.260518,11,14,3,0,29.2,0,2.7,0.13,17.9,0.6,14.6,PORT_E,PORT_E_B06,2023-11-23T14:10:36,380,3,0.851,0.217,Low,17.6,7.7,2023-11-24T04:46:14.260518,PORT_E_B06,25.9,0,0.348,1
V00523,306323671,Cruise,216.3,8.08,77855,72922,3.0,44.2831,70.0963,19.7,352,43.4,2023-10-16T16:39:45,2023-10-16T18:52:05.433083,10,16,0,0,12.3,0,21.0,1.56,16.4,0.0,15.4,PORT_F,PORT_F_B10,2023-10-16T16:39:45,340,3,0.848,0.389,Low,23.6,51.8,2023-10-16T19:43:53.433083,PORT_F_B10,25.9,0,0.81,7
V00204,607104144,Bulk Carrier,254.6,9.78,93573,48842,23.1,43.9418,63.7057,13.2,203,257.7,2023-12-27T05:07:28,2023-12-28T00:37:32.351657,12,5,2,0,31.2,1,2.5,0.12,13.2,0.7,8.0,PORT_E,PORT_E_B06,2023-12-27T05:07:28,380,8,0.786,0.508,Medium,31.2,59.6,2023-12-28T01:37:08.351657,PORT_E_B06,75.1,1,0.957,13
V00027,591735569,General Cargo,112.3,7.59,29605,8454,28.5,54.6319,86.2702,11.4,323,27.4,2023-02-11T16:36:39,2023-02-11T19:01:02.688140,2,16,5,1,31.7,0,16.0,1.47,15.9,0.9,10.7,PORT_H,PORT_H_B08,2023-04-21T04:55:45.893950,200,4,0.831,0.231,Low,23.5,47.3,2023-02-11T19:48:20.688140,PORT_H_B08,98502.9,1,0.513,7
V00092,499012687,Tanker,180.0,16.14,86636,41251,26.2,26.9538,36.4111,12.8,140,151.1,2024-01-02T18:48:46,2024-01-03T06:39:48.902461,1,18,1,0,32.5,0,9.4,0.93,14.9,1.7,17.7,PORT_B,PORT_B_B02,2024-01-02T18:48:46,300,5,0.801,0.538,Medium,30.0,57.0,2024-01-03T07:36:48.902461,PORT_B_B02,45.0,1,0.946,10
V00353,442329715,General Cargo,112.5,8.69,21660,8638,4.0,25.4198,40.4713,12.2,260,150.4,2024-11-04T19:19:48,2024-11-05T07:36:51.641537,11,19,0,0,25.8,0,4.6,0.38,15.1,1.2,15.9,PORT_B,PORT_B_B09,2024-11-04T19:19:48,200,7,0.684,0.538,Medium,31.3,57.8,2024-11-05T08:34:39.641537,PORT_B_B09,62.6,1,0.901,6
V00053,702564737,Bulk Carrier,261.1,12.18,74711,24379,2.8,40.3976,61.7282,13.4,145,28.9,2023-11-17T20:52:38,2023-11-17T23:01:34.093358,11,20,4,0,5.7,0,4.0,0.27,10.4,1.3,12.3,PORT_E,PORT_E_B06,2023-12-29T08:51:28.191579,380,1,0.92,0.01,Low,-12.7,0.0,2023-11-17T23:01:34.093358,PORT_E_B06,59638.5,1,0.244,1
V00533,688249063,Feeder,80.7,4.41,10471,6170,3.0,33.0818,45.7332,10.8,175,185.6,2023-04-17T16:40:26,2023-04-18T09:51:35.033928,4,16,0,0,35.8,0,19.5,1.96,18.5,0.0,26.8,PORT_C,PORT_C_B03,2024-07-30T01:31:34.661258,340,5,0.789,0.417,Low,27.8,55.8,2023-04-18T10:47:23.033928,PORT_C_B03,674860.2,1,0.89,6
V00568,608992978,RoRo,147.1,9.02,41981,28920,6.9,45.4738,70.1376,15.0,196,29.6,2023-11-14T19:53:19,2023-11-14T21:51:41.396250,11,19,1,0,35.6,0,6.2,0.34,10.1,0.9,12.6,PORT_F,PORT_F_B11,2023-12-24T13:12:49.635815,340,2,0.873,0.293,Low,24.4,9.8,2023-11-14T22:01:29.396250,PORT_F_B11,57097.9,1,0.506,5
V00155,654811021,Container,213.0,11.38,92225,56561,8.2,55.1079,86.0096,16.7,185,6.5,2023-04-22T05:53:30,2023-04-22T06:16:54.249142,4,5,5,1,14.1,1,23.5,2.49,11.3,0.0,32.1,PORT_H,PORT_H_B07,2024-12-06T21:24:58.378274,300,3,0.793,0.287,Low,31.2,59.7,2023-04-22T07:16:36.249142,PORT_H_B07,856236.4,1,0.69,1
V00339,794164666,VLCC,305.5,18.1,90813,117786,6.4,29.7072,44.8603,12.8,75,70.6,2024-08-28T00:30:57,2024-08-28T06:00:38.173928,8,0,2,0,6.6,1,3.4,0.19,14.8,0.0,26.3,PORT_C,PORT_C_B11,2024-08-28T00:30:57,340,6,0.733,0.497,Medium,38.5,43.5,2024-08-28T06:44:08.173928,PORT_C_B11,55.5,1,0.794,6
V00143,524825306,LNG Carrier,338.3,11.66,137551,54971,10.5,45.1599,71.2179,17.7,262,73.7,2024-05-05T03:18:12,2024-05-05T07:27:35.884737,5,3,6,1,35.6,1,15.5,1.69,11.3,0.0,27.4,PORT_F,PORT_F_B11,2024-05-05T03:18:12,340,5,0.762,0.421,Low,19.8,68.2,2024-05-05T08:35:47.884737,PORT_F_B11,53.2,1,0.869,5
V00421,346574717,RoRo,138.0,9.43,41527,14091,32.8,44.6901,70.6239,15.4,296,41.8,2024-05-07T19:55:05,2024-05-07T22:38:07.682814,5,19,1,0,5.9,0,6.6,0.52,13.0,0.0,21.2,PORT_F,PORT_F_B03,2024-05-07T19:55:05,150,3,0.762,0.421,Low,25.4,52.1,2024-05-07T23:30:13.682814,PORT_F_B03,25.4,0,0.732,6
V00215,452188236,Container,274.1,12.31,87964,32476,24.0,54.89,86.1906,16.7,299,13.2,2023-08-01T10:55:44,2023-08-01T11:43:05.512621,8,10,1,0,10.7,0,15.0,0.98,11.2,0.0,28.1,PORT_H,PORT_H_B01,2024-04-02T15:41:14.411649,340,4,0.668,0.553,Medium,26.2,69.6,2023-08-01T12:52:41.512621,PORT_H_B01,353004.9,1,0.944,9
V00238,759741413,RoRo,108.1,8.33,20797,21660,0.5,29.5566,44.3882,16.4,74,100.3,2024-03-23T14:37:03,2024-03-23T20:44:17.882438,3,14,5,1,28.5,0,9.9,0.83,17.1,0.0,21.6,PORT_C,PORT_C_B09,2024-03-23T14:37:03,180,4,0.743,0.497,Medium,34.3,46.9,2024-03-23T21:31:11.882438,PORT_C_B09,37.3,0,0.88,8
V00369,412406765,Feeder,76.8,4.36,4567,7208,8.3,56.3991,86.2524,10.7,190,85.3,2024-09-01T21:23:31,2024-09-02T05:20:57.838251,9,21,6,1,28.4,1,19.8,2.1,15.7,0.0,21.1,PORT_H,PORT_H_B01,2024-09-01T21:23:31,340,4,0.758,0.513,Medium,33.9,66.7,2024-09-02T06:27:39.838251,PORT_H_B01,35.7,0,0.878,7
V00534,427746887,Container,321.9,12.37,91320,31562,17.7,26.1888,35.9767,16.5,120,140.8,2023-04-11T12:18:06,2023-04-11T20:49:50.219373,4,12,1,0,23.7,0,17.4,1.57,16.2,0.0,25.0,PORT_B,PORT_B_B01,2023-04-11T12:18:06,380,5,0.82,0.421,Medium,33.4,60.8,2023-04-11T21:50:38.219373,PORT_B_B01,45.0,1,0.748,7
V00257,493062062,Tanker,248.0,9.97,50257,16494,0.7,49.7138,78.772,13.2,290,49.4,2023-11-10T07:47:58,2023-11-10T11:31:40.740528,11,7,4,0,17.7,0,4.3,0.25,15.3,1.4,10.4,PORT_G,PORT_G_B07,2024-03-05T12:16:56.740952,300,5,0.751,0.386,Low,18.0,54.1,2023-11-10T12:25:46.740528,PORT_G_B07,167073.7,1,0.536,7
V00241,451785566,RoRo,192.4,8.73,24498,14019,35.0,55.1756,86.5089,14.3,250,32.3,2023-10-25T17:32:09,2023-10-25T19:47:21.335647,10,17,2,0,4.1,0,4.8,0.32,16.6,0.0,12.9,PORT_H,PORT_H_B08,2023-10-25T17:32:09,200,2,0.819,0.163,Low,6.7,21.0,2023-10-25T20:08:21.335647,PORT_H_B08,18.7,0,0.322,0
V00362,792697162,Container,325.3,14.59,46504,23005,0.7,35.8717,55.7201,17.5,243,115.7,2024-07-21T12:28:20,2024-07-21T19:04:55.026334,7,12,6,1,15.9,0,5.6,0.31,14.5,0.0,26.9,PORT_D,PORT_D_B06,2024-10-28T19:04:25.544380,340,3,0.736,0.476,Medium,27.5,37.5,2024-07-21T19:42:25.026334,PORT_D_B06,142559.6,1,0.753,1
V00372,352725051,Cruise,324.2,8.97,64840,59526,33.4,19.968,28.3203,20.5,88,100.8,2024-11-23T20:12:15,2024-11-24T01:07:57.262146,11,20,5,1,14.3,0,7.3,0.54,10.1,0.0,4.3,PORT_A,PORT_A_B11,2024-11-23T20:12:15,340,6,0.747,0.396,Low,26.5,58.4,2024-11-24T02:06:21.262146,PORT_A_B11,51.1,1,0.761,7
V00187,229635853,Bulk Carrier,190.8,8.11,92715,14710,6.9,35.8066,54.9831,13.0,230,76.3,2023-01-14T21:58:50,2023-01-15T03:50:27.397437,1,21,5,1,25.7,1,0.2,0.01,20.6,0.9,15.7,PORT_D,PORT_D_B05,2024-10-12T21:34:49.639313,230,8,0.762,0.341,Low,26.8,46.8,2023-01-15T04:37:15.397437,PORT_D_B05,916925.3,1,0.84,9
V00154,254544900,Cruise,217.7,9.54,57848,52877,12.8,35.1288,53.5775,20.6,106,26.5,2023-06-25T17:53:54,2023-06-25T19:10:54.166468,6,17,6,1,26.2,0,8.3,0.48,15.7,0.0,33.8,PORT_D,PORT_D_B09,2024-06-18T01:57:18.696659,230,1,0.876,0.219,Low,7.9,19.7,2023-06-25T19:30:36.166468,PORT_D_B09,515916.3,1,0.298,1
V00512,437691220,Cruise,327.1,9.12,47031,38280,4.1,44.3453,69.4737,19.9,38,50.4,2023-08-31T09:49:17,2023-08-31T12:20:55.400537,8,9,3,0,8.1,0,25.0,3.01,15.2,0.0,19.7,PORT_F,PORT_F_B04,2024-01-31T00:24:03.238381,340,2,0.723,0.331,Low,32.8,50.6,2023-08-31T13:11:31.400537,PORT_F_B04,219569.4,1,0.621,6
V00235,709677795,RoRo,164.8,9.12,11958,24742,6.2,51.025,79.0583,15.3,225,88.4,2024-01-26T22:52:19,2024-01-27T04:40:01.921275,1,22,4,0,22.8,1,21.3,2.41,24.4,0.5,11.4,PORT_G,PORT_G_B01,2024-01-26T22:52:19,180,3,0.872,0.432,Low,30.5,60.3,2024-01-27T05:40:19.921275,PORT_G_B01,28.1,0,0.836,5
V00343,704011129,Tanker,329.1,9.64,81943,59265,2.2,29.8081,46.2561,13.4,306,19.2,2023-02-20T17:02:17,2023-02-20T18:28:06.444800,2,17,0,0,30.4,0,5.0,0.41,14.4,1.5,14.4,PORT_C,PORT_C_B06,2023-06-15T21:19:14.795147,340,7,0.789,0.396,Low,27.3,55.3,2023-02-20T19:23:24.444800,PORT_C_B06,165780.6,1,0.77,11
V00071,530190784,Feeder,105.0,4.08,9615,7581,6.9,39.7231,61.8397,10.9,30,19.2,2023-08-14T21:25:22,2023-08-14T23:10:50.070288,8,21,0,0,18.6,1,5.5,0.31,15.8,0.0,26.8,PORT_E,PORT_E_B08,2024-06-25T06:45:31.699822,200,3,0.791,0.485,Medium,28.9,33.5,2023-08-14T23:44:20.070288,PORT_E_B08,454047.4,1,0.897,5
V00487,242329672,General Cargo,118.9,6.93,16913,11121,1.3,46.1524,70.8153,11.3,215,84.7,2023-12-03T20:06:20,2023-12-04T03:35:47.901135,12,20,6,1,32.4,0,2.7,0.15,6.8,4.1,4.9,PORT_F,PORT_F_B09,2024-10-02T18:46:45.702955,340,6,0.816,0.385,Low,16.6,40.5,2023-12-04T04:16:17.901135,PORT_F_B09,437241.5,1,0.818,6
V00465,353671485,Tanker,322.4,18.03,18143,43638,0.5,30.2313,47.45,13.1,260,88.1,2023-09-24T05:00:11,2023-09-24T11:43:22.265459,9,5,6,1,35.9,1,7.6,0.42,10.9,0.0,23.1,PORT_C,PORT_C_B05,2024-06-13T14:32:10.356794,380,6,0.71,0.477,Low,22.9,39.4,2023-09-24T12:22:46.265459,PORT_C_B05,378902.2,1,0.773,7
V00515,325279835,General Cargo,144.0,9.89,26122,8367,8.3,54.6192,85.7273,12.5,35,28.1,2023-10-07T00:55:18,2023-10-07T03:10:08.231824,10,0,5,1,28.0,1,4.2,0.2,19.6,0.0,13.1,PORT_H,PORT_H_B01,2024-09-03T10:53:43.006302,340,2,0.861,0.239,Low,13.0,20.7,2023-10-07T03:30:50.231824,PORT_H_B01,478544.2,1,0.485,2
V00505,623671209,Bulk Carrier,191.8,9.26,96383,10354,35.0,30.803,45.5442,12.9,150,55.4,2024-12-05T09:44:01,2024-12-05T14:02:22.713693,12,9,3,0,33.4,0,5.9,0.36,13.8,4.6,11.9,PORT_C,PORT_C_B07,2024-12-05T09:44:01,260,4,0.689,0.497,Medium,30.3,59.4,2024-12-05T15:01:46.713693,PORT_C_B07,34.2,0,0.919,7
V00147,344193988,Feeder,121.4,5.18,12615,4073,3.8,50.2135,78.705,12.5,253,44.2,2023-01-15T20:30:39,2023-01-16T00:03:28.979387,1,20,6,1,11.3,0,14.1,1.02,11.2,3.8,14.1,PORT_G,PORT_G_B10,2024-10-22T15:54:01.753934,180,4,0.785,0.382,Low,24.5,41.7,2023-01-16T00:45:10.979387,PORT_G_B10,929741.8,1,0.769,6
V00247,555281185,Bulk Carrier,205.3,13.19,55222,48727,1.6,29.7024,45.5756,13.7,54,31.1,2023-06-14T00:52:16,2023-06-14T03:08:20.672607,6,0,2,0,27.5,1,20.2,2.22,12.6,0.0,30.4,PORT_C,PORT_C_B11,2024-08-28T13:19:17.654918,340,5,0.77,0.389,Low,30.6,60.4,2023-06-14T04:08:44.672607,PORT_C_B11,635632.8,1,0.877,7
V00429,570574015,Tanker,299.7,14.05,50917,37239,14.1,29.8011,46.8247,13.2,283,50.9,2023-04-06T15:54:20,2023-04-06T19:45:08.042745,4,15,3,0,15.7,0,2.8,0.13,21.0,0.0,19.6,PORT_C,PORT_C_B05,2023-09-26T00:15:21.468431,380,0,0.856,0.015,Low,-9.6,0.2,2023-04-06T19:45:20.042745,PORT_C_B05,247952.2,1,0.058,0
V00117,722559455,General Cargo,104.0,5.38,9510,4920,1.3,20.1454,30.1607,13.3,227,13.0,2023-10-19T10:05:37,2023-10-19T11:04:25.945244,10,10,3,0,32.0,0,13.3,0.79,14.1,0.0,19.2,PORT_A,PORT_A_B04,2024-02-12T14:36:44.696520,200,3,0.877,0.28,Low,18.9,13.8,2023-10-19T11:18:13.945244,PORT_A_B04,167269.8,1,0.463,6
V00033,607437182,Container,363.8,11.92,38651,23957,7.2,39.2471,62.715,17.7,316,62.3,2024-08-22T01:08:08,2024-08-22T04:39:12.581093,8,1,3,0,21.1,1,9.0,0.8,14.4,0.0,22.9,PORT_E,PORT_E_B06,2024-08-22T01:08:08,380,7,0.684,0.52,Medium,29.4,58.6,2024-08-22T05:37:48.581093,PORT_E_B06,58.4,1,0.907,7
V00059,666825639,Container,294.9,14.62,41582,51898,0.7,20.0124,28.365,18.4,90,98.1,2024-04-06T07:32:49,2024-04-06T12:52:27.696990,4,7,5,1,35.8,0,9.7,0.75,7.1,0.0,27.1,PORT_A,PORT_A_B05,2024-04-06T07:32:49,340,5,0.771,0.396,Low,28.0,50.6,2024-04-06T13:43:03.696990,PORT_A_B05,43.4,1,0.769,11
V00051,653290811,Car Carrier,164.5,9.87,38449,24251,0.8,24.9178,38.054,16.0,326,5.9,2024-05-22T15:23:00,2024-05-22T15:45:07.244046,5,15,2,0,30.8,0,11.2,0.83,11.2,0.0,27.9,PORT_B,PORT_B_B02,2024-05-22T15:23:00,300,7,0.778,0.538,Medium,29.8,82.1,2024-05-22T17:07:13.244046,PORT_B_B02,63.8,1,1.0,11
V00347,270161977,Container,375.1,12.7,39462,39652,4.3,19.9412,30.2361,16.9,283,14.6,2024-06-19T17:52:02,2024-06-19T18:44:00.775675,6,17,2,0,7.7,0,19.4,1.66,12.6,0.0,27.0,PORT_A,PORT_A_B07,2024-08-18T03:52:27.506861,200,3,0.841,0.396,Low,34.8,51.4,2024-06-19T19:35:24.775675,PORT_A_B07,85483.3,1,0.761,5
V00137,307354054,Container,302.5,13.43,47997,58935,1.7,51.6941,87.5312,17.4,335,218.6,2023-10-23T08:26:38,2023-10-23T21:00:36.533930,10,8,0,0,8.0,0,6.2,0.47,19.8,0.0,15.6,PORT_H,PORT_H_B03,2023-10-23T08:26:38,340,7,0.68,0.678,Medium,35.1,60.8,2023-10-23T22:01:24.533930,PORT_H_B03,57.6,1,1.0,9
V00005,300604503,Container,352.7,11.2,71423,50435,0.5,39.8294,62.2999,19.0,299,20.7,2024-01-04T11:23:19,2024-01-04T12:28:50.430979,1,11,3,0,26.5,0,2.7,0.2,11.0,1.2,19.4,PORT_E,PORT_E_B06,2024-08-23T02:44:29.872712,380,6,0.729,0.52,Medium,35.1,33.4,2024-01-04T13:02:14.430979,PORT_E_B06,333512.3,1,0.833,8
V00263,229100608,General Cargo,144.4,7.63,30605,4224,0.5,33.5267,57.4231,13.7,293,223.6,2024-06-23T23:19:07,2024-06-24T15:38:22.111951,6,23,6,1,25.9,1,4.8,0.27,15.2,0.0,25.4,PORT_D,PORT_D_B05,2024-06-23T23:19:07,230,4,0.723,0.476,Medium,39.7,33.7,2024-06-24T16:12:04.111951,PORT_D_B05,34.4,0,0.811,6
V00098,641417712,Bulk Carrier,218.3,11.72,38577,17524,5.0,20.6804,29.5218,13.4,144,49.9,2023-08-22T21:13:03,2023-08-23T00:55:41.309861,8,21,1,0,17.5,1,9.6,0.84,17.0,0.0,27.4,PORT_A,PORT_A_B00,2023-11-29T22:04:39.066932,300,4,0.762,0.387,Low,27.3,58.3,2023-08-23T01:53:59.309861,PORT_A_B00,142365.5,1,0.772,8
V00442,354785700,Container,345.9,14.83,21800,68214,10.4,24.3694,37.6665,17.2,27,42.8,2024-05-29T13:34:39,2024-05-29T16:04:01.911636,5,13,2,0,20.6,0,8.6,0.63,15.5,0.0,28.7,PORT_B,PORT_B_B01,2024-05-29T13:34:39,380,6,0.658,0.538,Medium,37.2,64.3,2024-05-29T17:08:19.911636,PORT_B_B01,56.7,1,0.988,14
V00109,300140142,LNG Carrier,284.0,10.23,117010,70812,11.8,29.2628,45.2975,18.7,43,61.1,2023-11-22T07:28:40,2023-11-22T10:44:59.198341,11,7,2,0,30.6,0,4.7,0.27,13.6,1.1,8.7,PORT_C,PORT_C_B02,2023-11-22T07:28:40,380,6,0.724,0.577,Medium,32.4,67.7,2023-11-22T11:52:41.198341,PORT_C_B02,51.1,1,0.894,6
V00554,588736389,Tanker,173.0,12.02,92240,35684,6.3,24.7024,38.2673,13.2,318,24.0,2024-02-02T08:37:53,2024-02-02T10:26:34.426099,2,8,4,0,27.0,0,9.9,0.79,14.4,0.8,12.9,PORT_B,PORT_B_B00,2024-12-20T04:26:09.609604,340,5,0.678,0.538,Medium,26.6,47.9,2024-02-02T11:14:28.426099,PORT_B_B00,463312.8,1,0.871,11
V00507,595765840,Container,363.5,14.44,34285,58164,11.7,24.9796,37.978,17.9,47,1.8,2023-08-08T14:02:10,2023-08-08T14:08:12.025650,8,14,1,0,7.6,0,12.3,0.77,16.2,0.0,23.8,PORT_B,PORT_B_B01,2024-05-30T13:47:19.535414,380,5,0.8,0.442,Low,24.0,56.5,2023-08-08T15:04:42.025650,PORT_B_B01,426206.2,1,0.761,6
V00370,784719406,Bulk Carrier,192.9,12.9,88216,43860,20.1,28.2662,38.3345,12.8,185,197.0,2024-01-22T14:31:43,2024-01-23T05:56:27.095257,1,14,0,0,10.4,0,10.1,0.89,15.4,3.2,8.5,PORT_B,PORT_B_B01,2024-01-22T14:31:43,380,4,0.694,0.538,Medium,45.4,58.5,2024-01-23T06:54:57.095257,PORT_B_B01,32.1,0,0.968,4
V00438,239749509,Tanker,204.2,18.98,79707,40219,0.9,34.7211,55.3651,13.2,281,83.6,2024-08-27T06:12:19,2024-08-27T12:31:56.089380,8,6,1,0,12.4,0,12.9,1.15,12.1,0.0,30.3,PORT_D,PORT_D_B01,2024-12-03T08:39:15.903910,260,4,0.752,0.476,Medium,30.1,40.2,2024-08-27T13:12:08.089380,PORT_D_B01,140889.3,1,0.82,5
